TID,Items
2074,"[40, 778, 1893, 2637, 3089, 3637]"
2075,"[127, 2692, 2722, 3901]"
2076,"[72, 188, 238, 656, 874, 1234, 2608, 2903, 3160]"
2077,"[116, 441, 624, 670, 1501, 3221, 3607]"
2078,"[412, 1350, 2296, 3398]"
2079,"[8, 289, 988, 1692, 2277, 3048, 3271, 3341]"
2080,"[28, 859, 943, 1113]"
2081,"[989, 1629, 2873, 3163]"
2082,"[432, 1154, 1514]"
2083,"[622, 1194, 2155]"
2084,"[289, 2245, 3241, 3719]"
2085,"[127, 675, 899, 1882, 3907]"
2086,"[592, 1407, 1534, 1569, 1713, 2528, 2926, 3839]"
2087,"[1559, 2831, 3325]"
2088,"[368, 1025, 2776, 3307]"
2089,"[1136, 1191, 1334, 2176, 2676, 2883, 3541, 3768, 3934]"
2090,"[319, 1479, 2373, 2790, 3175]"
2091,"[996, 1314, 1428]"
2092,"[578, 1351, 2638, 3267, 3441, 3496, 3708, 3997]"
2093,"[612, 1047, 1909, 3460]"
2094,"[147, 1039, 1547, 1725, 1798, 2205, 2867]"
2095,"[1599, 1953, 2932, 3210]"
2096,"[808, 2062, 2722, 3166, 3249, 3756]"
2097,[1341]
2098,"[403, 537, 558, 1826]"
2099,"[238, 824, 1373, 2466, 2840, 3149]"
2100,"[2401, 3612]"
2101,"[341, 798, 863, 877, 1328, 1530, 3759, 3980]"
2102,"[486, 2371]"
2103,"[1500, 1878, 2031, 2439, 3142, 3656]"
2104,"[1183, 2004, 2079, 3114, 3216, 3559]"
2105,"[989, 3163]"
2106,"[95, 1176, 1560, 2181, 2930]"
2107,"[1230, 1914, 2001]"
2108,"[289, 827, 1977, 2527, 3156, 3235, 3369, 3740]"
2109,"[511, 1673]"
2110,"[145, 1367, 2685, 2938, 3934]"
2111,"[755, 1111, 1563]"
2112,"[236, 601, 740, 2714, 3511, 3881]"
2113,"[2076, 3307, 3460, 3684]"
2114,"[1025, 1503]"
2115,"[939, 1145, 2559, 2739, 2947]"
2116,"[242, 400, 773, 3306, 3730]"
2117,"[7, 2896, 3639, 3970]"
2118,"[662, 707, 1588, 2589, 3622, 3722, 3794]"
2119,[144]
2120,"[3231, 3398]"
2121,"[63, 855, 860, 1197, 2103, 3048]"
2122,"[553, 707, 3097, 3949]"
2123,"[961, 1056, 1628, 2171]"
2124,"[420, 887, 1472, 3768]"
2125,"[510, 1236, 1679, 3461]"
2126,"[222, 954, 1302, 2885, 3810]"
2127,[1589]
2128,"[98, 318, 2302, 2828, 2973]"
2129,"[35, 2915, 3090, 3349]"
2130,"[150, 171, 2516, 2696]"
2131,"[416, 656, 1659, 3722]"
2132,"[220, 565, 1115, 1651, 1822, 2904, 3550]"
2133,"[571, 930, 1269, 1332, 3995]"
2134,"[492, 3192, 3320, 3828, 3841, 3948]"
2135,"[154, 1338, 3029, 3572]"
2136,"[638, 1710, 2699, 3620, 3806]"
2137,"[402, 439, 1132, 1940, 3190, 3478]"
2138,"[119, 328, 1972, 2017, 2134, 2316, 2568, 2920]"
2139,"[135, 1039, 1207, 1475, 1804, 2004, 3315]"
2140,"[335, 626, 2053]"
2141,"[1855, 1990, 2024, 2112, 2341]"
2142,"[1183, 2397, 2535, 2585]"
2143,"[1458, 1545, 1759]"
2144,[3472]
2145,"[69, 154, 2069, 3119, 3538]"
2146,"[1658, 2149, 2896, 3357]"
2147,"[907, 1475, 2227, 2729, 2760, 3188, 3328, 3599]"
2148,"[140, 1914, 3076, 3143]"
2149,"[1047, 1475, 1836, 2407]"
2150,"[1067, 2070, 2781, 3672, 3722]"
2151,"[1638, 1689, 1900, 2246, 2481]"
2152,"[1159, 1502, 1843, 3437]"
2153,"[316, 400, 725, 1119]"
2154,"[3747, 3833, 3969]"
2155,"[876, 1211, 2774, 3505, 3685]"
2156,"[78, 1610, 1804, 3572]"
2157,"[1882, 3013, 3065, 3478]"
2158,"[420, 662, 868, 1504, 1523, 1892, 2064, 3089, 3768, 3985]"
2159,"[2238, 3154]"
2160,[3676]
2161,"[995, 1632, 2504, 2528, 2563, 3259, 3361, 3838, 3970]"
2162,"[29, 668, 787, 1721, 1857, 2056, 3678]"
2163,"[1334, 2198, 2714, 3272, 3615, 3623, 3667, 3953]"
2164,"[707, 1963, 2986, 3111]"
2165,"[96, 214, 385, 2177, 2229]"
2166,"[201, 247, 326, 699, 930, 2481, 3106, 3982]"
2167,"[73, 314, 902, 1859, 3140, 3572, 3642, 3784]"
2168,"[1164, 1288, 1884, 2147, 3163, 3198]"
2169,"[832, 947, 992, 1119, 1664, 1673, 2900, 3196]"
2170,"[46, 2089, 2480, 2831, 2843]"
2171,"[83, 783, 1731, 2079, 2264, 2482]"
2172,"[1127, 1500, 2025, 2246, 3421, 3828]"
2173,"[3, 423, 622, 721, 1002, 1467, 1763, 3056, 3955]"
2174,"[291, 610, 722, 2428, 2735]"
2175,"[1615, 2026]"
2176,"[170, 216, 1188, 2970, 3906, 3963]"
2177,"[73, 511, 3363]"
2178,"[612, 1464, 1502]"
2179,"[428, 629, 1268, 2397, 2508, 3147, 3315, 3474]"
2180,"[1092, 1373, 3389, 3456]"
2181,"[238, 1882, 2417, 3355, 3907]"
2182,"[73, 314, 902, 3572]"
2183,"[451, 524, 575, 720, 988, 2393]"
2184,"[1705, 1982, 2023, 2652]"
2185,"[1368, 1384, 1464, 2135]"
2186,"[247, 283, 1075, 1316, 1884, 3437, 3455, 3858]"
2187,"[1156, 1816]"
2188,"[631, 1443, 1940, 3439, 3663]"
2189,"[86, 509, 652, 801, 2268, 3799]"
2190,"[493, 1341, 1821, 2726, 3398, 3636]"
2191,"[61, 1307, 1550, 2843, 2894, 3041, 3632]"
2192,"[1500, 2000, 2292, 2375, 3656, 3934]"
2193,"[335, 553, 2063, 2145, 3398, 3676]"
2194,"[1880, 3061]"
2195,"[109, 2173, 2194, 2676, 2953, 3578]"
2196,"[466, 540, 1017, 1026, 1384, 1676, 2339, 3607, 3835]"
2197,"[361, 1051, 2155]"
2198,"[1613, 1842, 2900]"
2199,"[378, 874, 1530, 2140, 2643]"
2200,"[2666, 3821]"
2201,"[662, 1556, 3861, 3907]"
2202,"[1002, 1341, 1452, 1614]"
2203,"[722, 740, 1213, 3911]"
2204,"[1296, 1826, 2680, 3221]"
2205,"[2646, 3390]"
2206,"[1940, 2680, 3655]"
2207,"[173, 1467]"
2208,"[1025, 2776, 3307]"
2209,"[612, 1464, 1502]"
2210,"[653, 1182, 3193, 3228, 3889]"
2211,"[442, 619, 1490, 1503, 3296, 3498]"
2212,"[486, 1468, 2364, 3444]"
2213,"[994, 1301, 1499, 3453]"
2214,"[12, 623, 1990]"
2215,"[163, 213, 414, 443, 850, 1626, 3925]"
2216,"[1160, 3165]"
2217,"[1052, 1156, 2979]"
2218,"[571, 592, 1878, 3538, 3661]"
2219,"[192, 1384, 1816, 1914, 2667, 3914]"
2220,"[1384, 1905, 2227, 2930]"
2221,"[577, 1493, 1822, 1862, 3381]"
2222,"[144, 1073, 2526, 3256, 3791]"
2223,"[520, 2617, 2687, 3271, 3295]"
2224,"[125, 2407]"
2225,"[513, 2775, 3129, 3371, 3532]"
2226,[2652]
2227,"[16, 855, 884, 1160, 1247, 3305]"
2228,"[179, 559, 722, 907, 1277, 1762, 2168, 2808, 3747]"
2229,"[147, 425]"
2230,"[813, 3569]"
2231,"[818, 1007, 1039, 1131, 1151, 1394, 1523, 2445, 2555, 3551]"
2232,"[116, 625, 656, 1125, 1916, 3317]"
2233,"[221, 1467, 3196, 3669, 3931]"
2234,"[571, 1878, 3538, 3661]"
2235,"[135, 248, 1828, 2745, 3216, 3435, 3513]"
2236,"[221, 354, 629, 1128, 2918, 2958, 3100]"
2237,"[10, 1610, 2017, 3153, 3390, 3472, 3953]"
2238,"[47, 3732]"
2239,[1153]
2240,"[509, 1294, 3035, 3300, 3697]"
2241,"[59, 246, 506, 2060, 3322]"
2242,[2580]
2243,"[217, 1982, 2986, 3534]"
2244,"[700, 722, 1289, 1371, 2901, 3271]"
2245,"[472, 2339, 2541, 3460]"
2246,"[2368, 2839, 2979, 3119]"
2247,"[73, 314, 902, 1231, 1905, 2658, 3140, 3572]"
2248,"[1188, 2041, 2457, 3653]"
2249,"[246, 821, 2292, 2733, 3054, 3065]"
2250,"[555, 707, 871, 1559, 2046]"
2251,"[284, 1422, 2255, 2580, 3330, 3572]"
2252,"[48, 240, 1114, 2018, 2795]"
2253,"[1115, 1964, 3559]"
2254,"[1280, 1922, 1988, 2809, 3498, 3712]"
2255,"[729, 1703, 1882]"
2256,"[736, 1982, 2004, 3356]"
2257,"[2772, 2988]"
2258,"[293, 1988, 2964, 3489]"
2259,"[950, 2021, 2716, 3051, 3055, 3154]"
2260,"[1787, 1852]"
2261,"[863, 2552, 3186, 3313, 3490, 3722, 3736]"
2262,"[729, 1713, 2600]"
2263,"[5, 8, 414, 689, 1706]"
2264,"[59, 2918]"
2265,"[571, 659, 1233, 1541, 2674, 2685, 2882, 2961]"
2266,"[1902, 2826, 2852]"
2267,"[731, 1864, 2239, 2544, 3250]"
2268,"[668, 1317, 1709, 3671]"
2269,"[518, 1179, 1219, 3140]"
2270,"[666, 1113, 1997, 3484]"
2271,"[756, 994, 2063, 2223]"
2272,"[737, 1114, 1680, 2390, 2651, 3103]"
2273,"[1136, 1905, 2266, 3160, 3319]"
2274,"[527, 850, 1930, 2360]"
2275,"[2190, 3667]"
2276,"[545, 1072, 2098, 2233, 2876, 3228, 3341, 3396, 3710, 3912]"
2277,"[595, 1257, 1671, 2683]"
2278,"[179, 1694, 1758, 2726, 2808, 2842, 3124, 3676]"
2279,"[1462, 1560, 1655, 2907, 3151, 3317, 3572]"
2280,"[142, 1843, 3953]"
2281,"[405, 950, 1708, 1956, 3667]"
2282,"[169, 377, 634, 1595, 2584, 2786]"
2283,"[416, 806, 2021]"
2284,"[1907, 2093, 3114, 3624]"
2285,"[277, 1104, 2297, 2343, 2481, 2593, 3304, 3807]"
2286,"[699, 1269, 3683]"
2287,"[1288, 1576, 1795, 1990]"
2288,"[1344, 1551, 2268, 2529, 2711, 3535]"
2289,"[29, 214, 504, 2324, 3016, 3514, 3793]"
2290,"[1443, 2164, 2731]"
2291,"[372, 3485, 3690, 3920]"
2292,"[281, 435, 976, 3259, 3724]"
2293,"[242, 437, 1563, 2181, 2858, 3121, 3162, 3580, 3682, 3922]"
2294,"[319, 1136]"
2295,"[1740, 2000, 2476, 2527, 2864, 3411, 3616]"
2296,"[994, 1750, 1982]"
2297,"[1971, 2714, 3680]"
2298,"[94, 684, 1159, 1533, 1628, 2155]"
2299,"[307, 2142, 2237]"
2300,"[1681, 1944, 2457, 2740, 2924, 3267, 3351]"
2301,"[36, 2786]"
2302,"[490, 729, 783, 1630, 2112, 2561, 2913]"
2303,"[95, 2181]"
2304,"[2842, 2893, 3186, 3767]"
2305,"[146, 3367]"
2306,"[13, 1037, 1617, 1725, 2112, 3818]"
2307,"[881, 1233, 1498, 2912]"
2308,"[8, 201, 405, 3801]"
2309,"[519, 1015, 1039, 1616, 3402, 3880]"
2310,"[686, 933, 1961, 2222]"
2311,"[907, 961, 1300, 3273]"
2312,"[374, 2529]"
2313,"[131, 170, 662, 1145, 1371]"
2314,"[2063, 2513, 2575]"
2315,"[1105, 1727, 3595]"
2316,"[2709, 3807]"
2317,"[813, 1127, 1405, 1530]"
2318,"[2819, 3914]"
2319,[1025]
2320,"[759, 1411, 2079, 2573, 3390]"
2321,"[1021, 1326, 2759, 3024, 3263]"
2322,"[420, 598, 3982]"
2323,"[1119, 1541, 2187, 2226, 3849]"
2324,"[289, 1940, 2722, 3361]"
2325,"[281, 1023, 1227, 1852, 2445, 2781, 3305, 3911]"
2326,"[188, 1930, 2004, 2664, 2884, 3226, 3392]"
2327,"[273, 2060, 2580]"
2328,"[643, 722, 729, 1268, 1504, 2289, 2532, 3624]"
2329,"[2795, 3165]"
2330,"[832, 3730]"
2331,"[1971, 3680, 3722, 3850, 3988]"
2332,"[3140, 3534]"
2333,"[38, 2063, 2347, 2715]"
2334,"[2177, 2299, 2676, 2937, 3657, 3732, 3918]"
2335,"[1823, 2017]"
2336,"[857, 3270]"
2337,"[1755, 2265, 2321, 2384, 2722]"
2338,"[247, 1239, 2305, 2725]"
2339,"[799, 1148, 1750, 2009, 2745, 3267, 3366]"
2340,"[771, 925, 939, 1057, 2143, 3124, 3628, 3777, 3882]"
2341,"[1188, 1628, 2426, 2679]"
2342,"[69, 107, 3872]"
2343,"[2104, 3884, 3934]"
2344,"[10, 150, 377, 544, 1659, 3186]"
2345,"[16, 2595, 3231]"
2346,"[132, 852, 1136, 2251, 2260]"
2347,"[903, 1018, 1191, 1888, 2069, 2849]"
2348,"[50, 1224, 2810, 2943, 3233, 3684]"
2349,"[148, 863, 1033, 2337]"
2350,"[117, 277, 871, 1502, 2529, 3600]"
2351,"[86, 1446, 2010]"
2352,"[171, 2608]"
2353,"[821, 1581, 1694, 2680, 2726, 2842, 3676, 3722, 3785]"
2354,"[524, 570, 645, 737, 1698, 2460, 3684]"
2355,"[374, 2292, 2893, 3613, 3882, 3932]"
2356,"[1179, 1342, 1803, 2104, 2223, 2324, 2858, 3752, 3812]"
2357,"[120, 359, 466, 480, 540, 1017, 2176, 2339, 2625, 2932, 3713]"
2358,"[78, 404, 740, 806, 1265, 2001, 3787]"
2359,"[1127, 1500, 2025, 2246, 3421, 3828]"
2360,"[558, 825, 1557, 1582, 1986, 3924]"
2361,"[1584, 1750, 1775, 2201, 2227, 2986, 3656]"
2362,"[1678, 3400, 3655, 3741]"
2363,"[868, 2339]"
2364,"[583, 637, 1737, 1905, 3069, 3350]"
2365,"[876, 1211, 2774, 3685]"
2366,"[300, 647, 1216, 1741, 2781, 3159]"
2367,"[209, 686, 3623]"
2368,"[289, 679, 927, 1502, 2527, 2744, 3952]"
2369,"[874, 1557, 2001, 3163, 3668]"
2370,"[2337, 3041]"
2371,"[858, 961, 2921, 3168, 3318]"
2372,"[132, 2324, 2858, 3051]"
2373,"[405, 697, 1042, 1234, 1315, 2364, 2536, 2947, 3054, 3287]"
2374,"[1129, 1594, 1716]"
2375,"[155, 2237, 2297, 2654, 3066, 3114, 3823]"
2376,"[1021, 3538, 3948]"
2377,[1529]
2378,"[2173, 2194, 2676, 2953, 3578]"
2379,"[2839, 3246, 3514]"
2380,"[662, 2418, 3114]"
2381,"[732, 1634, 2699, 3318, 3419]"
2382,"[367, 2278, 3800]"
2383,"[291, 874, 990, 992, 1382, 1710, 1810, 1932, 1988, 2453, 3935]"
2384,"[1247, 1332, 2290, 3550]"
2385,"[871, 2554, 3296, 3351, 3723]"
2386,"[49, 130, 803, 2827, 3062, 3660]"
2387,"[405, 571, 2368, 2924, 3092, 3402, 3492, 3564]"
2388,"[837, 2869, 3025, 3289, 3526]"
2389,"[361, 925, 1442, 1713, 1723, 2315, 2526, 2858]"
2390,"[1324, 3726]"
2391,"[527, 1286, 2856]"
2392,"[219, 580, 2193, 2672]"
2393,"[908, 2063, 2223, 3949]"
2394,[3997]
2395,"[443, 1187, 1705, 2017, 3806, 3921]"
2396,"[941, 1971, 2108, 2407, 3616]"
2397,"[318, 680, 1686, 1750, 2852]"
2398,"[155, 199, 820, 871, 1205, 1276, 1475, 3557]"
2399,"[214, 414, 969, 2449, 2647, 2873]"
2400,"[148, 2155, 3480, 3546]"
2401,"[868, 904, 1354, 2193, 2864, 3013]"
2402,"[248, 1314, 2010, 2528, 3256, 3669]"
2403,"[274, 1441, 1917, 2001, 2884, 3548]"
2404,"[418, 1205, 2803]"
2405,"[1334, 1588, 1605, 3591]"
2406,"[95, 1678, 2417, 3356]"
2407,"[1589, 2001, 3249, 3262]"
2408,"[1067, 1884, 3372, 3491, 3879]"
2409,"[111, 679, 709, 1068, 1349, 1593, 2612, 3662]"
2410,"[100, 444, 786, 2134, 2933, 3948]"
2411,"[234, 416, 744]"
2412,"[9, 480, 1799, 1952, 2079]"
2413,"[893, 3460]"
2414,"[247, 283, 1316, 3437, 3858]"
2415,"[1389, 1425, 1798]"
2416,"[127, 2748, 2771, 3241, 3730]"
2417,"[396, 1999]"
2418,"[675, 1467, 3830, 3931]"
2419,"[221, 517, 1289, 1400, 3079]"
2420,"[1371, 1565, 1684, 1750]"
2421,"[2046, 2738, 3271, 3367]"
2422,"[7, 160, 1545, 3198, 3402, 3779]"
2423,"[414, 809, 948, 2397, 2781, 3232]"
2424,"[34, 1072, 3077, 3283]"
2425,"[439, 545, 885, 1275, 1969, 2790, 3317, 3594]"
2426,[962]
2427,"[496, 592, 3142, 3204, 3357]"
2428,"[546, 575, 1666]"
2429,"[1021, 2759, 3024, 3263]"
2430,"[815, 1018, 3221, 3484, 3617]"
2431,"[377, 1265, 2371, 3192]"
2432,"[416, 631, 1590, 2461, 2741, 2851, 3039, 3881]"
2433,"[63, 870]"
2434,"[167, 846, 1183, 1403, 1411, 1531, 1938, 2373, 2384, 2986, 3004, 3490, 3623]"
2435,"[570, 3196]"
2436,"[101, 820, 1225, 1411, 2893]"
2437,"[221, 464, 539, 1504, 2198, 3066]"
2438,"[371, 1260, 2699, 3233, 3511, 3987]"
2439,"[247, 987, 998, 1435, 2802, 3487, 3676]"
2440,"[666, 2339]"
2441,"[500, 730, 829, 1276, 2390]"
2442,"[642, 807, 1624, 2017, 3919]"
2443,"[1269, 1559, 3453]"
2444,"[1765, 2626]"
2445,"[397, 516, 592, 1650, 1750, 1971]"
2446,"[1118, 2250]"
2447,"[1952, 2176, 3552]"
2448,"[236, 1116, 1233, 1476, 1486, 1770, 2722, 3960]"
2449,[3371]
2450,"[510, 1017, 1092, 2648, 3833]"
2451,"[66, 1688, 2372, 2674, 2840]"
2452,"[124, 220, 1092, 3110, 3119]"
2453,"[112, 820, 1678, 1843, 3607, 3996]"
2454,"[78, 1610, 3572]"
2455,[539]
2456,"[2233, 2664, 2781, 2884, 3392]"
2457,"[501, 2009, 2589, 2612, 2885]"
2458,"[139, 992, 1399, 2375, 2900, 3052]"
2459,"[691, 710]"
2460,"[3, 3117, 3839, 3980]"
2461,"[1152, 1627, 2666]"
2462,"[289, 501, 3307, 3784]"
2463,"[299, 492, 539, 1253, 1839]"
2464,"[1581, 1993, 2082, 2191, 2579]"
2465,"[558, 1372, 1374, 1982, 2825]"
2466,"[1853, 2055, 2593, 2824, 3881, 3990]"
2467,"[991, 1183]"
2468,[1535]
2469,"[87, 558, 2125, 2445, 2495]"
2470,"[623, 963, 3938]"
2471,"[333, 2418, 3287]"
2472,"[1186, 1273, 1608, 1638, 1647, 2184, 2480, 3318, 3349]"
2473,"[318, 520, 800, 1842, 1983]"
2474,"[647, 2373, 2796, 3971]"
2475,"[1180, 2445]"
2476,"[620, 806, 1048, 2397, 2466]"
2477,"[176, 2095]"
2478,"[566, 1188, 2530, 3025, 3666]"
2479,"[454, 1409, 1727, 2439, 2731, 3656]"
2480,"[2355, 2397, 3855]"
2481,"[2104, 2735, 3574, 3683]"
2482,"[1217, 1999, 2692]"
2483,"[437, 3066, 3186]"
2484,"[5, 628, 1843, 1990, 2948]"
2485,[809]
2486,"[1494, 3142]"
2487,"[1464, 1837, 1986, 2021, 2188, 2265, 2716, 3154, 3655, 3690, 3708, 3831]"
2488,"[147, 1628, 2790]"
2489,"[558, 874, 915, 2932]"
2490,"[1516, 1882]"
2491,"[51, 577, 884, 1835, 3296, 3553]"
2492,"[63, 140, 1914, 3076, 3143]"
2493,"[1622, 3165]"
2494,"[659, 1382, 1504, 3216]"
2495,"[327, 368, 2963]"
2496,"[236, 545, 1015, 1630]"
2497,"[13, 857, 3142]"
2498,"[170, 814, 2728, 3445, 3754]"
2499,"[3, 1621, 2168, 2201, 2580, 3013, 3882]"
2500,"[849, 878, 1688, 2216, 3583]"
2501,"[1107, 1175, 1725]"
2502,"[432, 1901, 2427, 3059, 3062]"
2503,"[1017, 1092, 2648, 3752, 3833]"
2504,"[300, 908, 1851, 3396, 3550]"
2505,"[403, 3009, 3022, 3064, 3776]"
2506,"[925, 1946]"
2507,"[495, 1739, 2166, 2234, 2801]"
2508,"[954, 1374, 2113, 2472]"
2509,"[28, 50, 777, 1361, 2203]"
2510,"[787, 2056, 2453, 3678]"
2511,"[1136, 1191, 1334, 2883, 3934]"
2512,"[1156, 2042]"
2513,"[592, 954, 2653, 2841, 3746]"
2514,"[152, 744, 901, 1183, 2387, 3106]"
2515,"[647, 852, 931, 1202, 1537, 1697, 2591, 3222]"
2516,"[668, 1317, 1709, 3671]"
2517,"[73, 855, 1971, 2025, 2652, 2903]"
2518,"[214, 3649, 3683]"
2519,"[1025, 1259]"
2520,"[686, 1390, 3066]"
2521,"[87, 1327, 2869, 3269, 3948]"
2522,"[683, 871, 981, 2303]"
2523,"[2467, 2861, 2986, 3355, 3656, 3938, 3990]"
2524,"[1269, 1279, 3664, 3812]"
2525,"[490, 1584, 2912, 3190]"
2526,"[778, 870, 2026, 3051]"
2527,"[493, 1458, 2095, 2116, 2915]"
2528,"[248, 592, 1042, 1115, 1141, 1362, 1956, 2208, 3523, 3556, 3801]"
2529,"[86, 1336, 1936, 3341]"
2530,"[451, 1185, 1993, 2577, 3149]"
2531,"[666, 874, 1397, 1598, 2339, 3814]"
2532,"[217, 284, 300, 1392, 1834, 1875, 3856]"
2533,"[127, 540, 3674]"
2534,"[1870, 1873, 2141, 2781]"
2535,"[595, 619, 773, 1042, 2384, 3788]"
2536,"[1042, 1909, 1975, 3320]"
2537,"[73, 1554, 1624, 1644, 2126]"
2538,"[981, 1990, 2250]"
2539,"[338, 2157, 2201, 2319, 2401]"
2540,"[214, 992, 1315, 1656, 2988, 3199]"
2541,[3534]
2542,"[405, 2287, 2699, 3730, 3987]"
2543,"[973, 1382, 1610, 2417, 2722, 3271, 3796]"
2544,"[1569, 3676]"
2545,"[117, 1067, 1191, 1447, 3677]"
2546,"[1260, 1554, 2808]"
2547,"[2079, 2573]"
2548,"[1316, 1970, 2628]"
2549,"[686, 1318, 2103, 2855, 3010, 3123, 3371, 3379, 3864]"
2550,"[930, 1093, 1557, 1928, 3635]"
2551,"[147, 1871, 2170, 3087]"
2552,"[996, 1314, 1428]"
2553,"[723, 1502, 1606, 2997, 3158, 3800]"
2554,"[575, 643, 1609]"
2555,"[538, 1406, 2743, 3165, 3319, 3931]"
2556,"[327, 368, 400, 1119, 1389, 1972, 2495, 2963, 3141, 3569]"
2557,"[722, 740, 1213, 2339]"
2558,"[1993, 2005, 2324, 2535, 2858, 3051]"
2559,"[187, 238, 1250, 2050, 2172, 2190, 2239]"
2560,"[300, 371, 592, 722, 1843, 2722, 3153]"
2561,"[1311, 1529, 2021, 2548, 2637, 2869, 3078]"
2562,"[903, 1140, 1445, 1940, 3294, 3786]"
2563,"[2303, 2981, 3124, 3743]"
2564,"[493, 1153, 2284, 3279]"
2565,"[2449, 3300, 3465]"
2566,"[509, 3186, 3398, 3921]"
2567,"[3478, 3679]"
2568,"[400, 1054, 1779, 2031, 2563, 3414]"
2569,"[160, 442, 991, 1318, 2739, 2978, 3537]"
2570,"[2141, 2378, 2714, 3025]"
2571,"[240, 3677]"
2572,"[711, 1394]"
2573,"[599, 722, 1088, 2919, 2989]"
2574,"[534, 966, 1492, 1630, 2175, 3086, 3152]"
2575,"[39, 159, 907, 1083, 1202, 1301, 1452, 1859, 2986]"
2576,"[970, 1503, 2382, 2476, 3184, 3708]"
2577,"[289, 682, 1277, 3583]"
2578,"[2556, 2561, 2816]"
2579,"[405, 1423, 1972, 2424, 3136]"
2580,"[281, 1629, 1758, 2683, 3474]"
2581,"[236, 601, 740, 2714, 3881]"
2582,"[432, 1835, 1901, 2427, 3059, 3062, 3707]"
2583,"[885, 1382, 1521, 2561, 3051, 3828]"
2584,"[483, 723, 1652, 1903, 2487]"
2585,"[829, 2366, 2432, 2962, 3953]"
2586,"[2551, 3241]"
2587,"[1474, 1940]"
2588,"[2642, 2938]"
2589,"[707, 1963, 2986, 3111]"
2590,"[2545, 3186]"
2591,"[682, 1428, 1463, 1478, 1583, 3026]"
2592,"[1731, 3192, 3371, 3710, 3969]"
2593,"[219, 628, 3333, 3409, 3741]"
2594,"[21, 399, 1071, 2842, 3526]"
2595,"[40, 241, 582, 1414, 1445, 2260, 2541, 3154, 3172, 3863]"
2596,"[325, 2555, 2694, 2971, 3945]"
2597,"[662, 2418, 3114]"
2598,"[2079, 2489, 3168]"
2599,"[2062, 2637]"
2600,"[52, 2387, 2842]"
2601,"[594, 1562, 1794, 2910, 3948]"
2602,"[57, 300, 1108, 3474]"
2603,"[118, 453, 858]"
2604,"[545, 1156, 1183, 2907]"
2605,"[628, 1115, 3496]"
2606,"[1556, 3861, 3907]"
2607,"[338, 1026, 1725, 2293]"
2608,"[466, 3245]"
2609,"[1195, 1432, 2469, 3212, 3549]"
2610,"[1399, 1986, 2629]"
2611,"[1394, 2416, 2481, 2933, 3169]"
2612,"[1603, 1635, 1760, 3625]"
2613,"[690, 2383, 2819, 3277, 3792]"
2614,"[664, 859, 1202, 2387, 2493]"
2615,"[673, 1402]"
2616,"[2370, 3506, 3666]"
2617,"[925, 1373, 2172, 2320, 2382]"
2618,"[744, 1231, 3990]"
2619,"[374, 1190]"
2620,"[472, 482, 511, 2343, 2858, 2861]"
2621,"[238, 571, 1003, 1480, 1761, 2193, 3931]"
2622,"[878, 2194, 2527, 3160]"
2623,"[3, 432, 2228, 2425, 3669]"
2624,"[531, 851, 1504, 2500]"
2625,"[2924, 3581]"
2626,"[782, 1003, 2987]"
2627,"[402, 1417, 3779, 3827]"
2628,"[227, 299, 438, 996, 1469, 2528, 2941]"
2629,"[1557, 2079, 2126, 3122, 3160]"
2630,"[1188, 1688, 3835]"
2631,"[456, 1071, 2290, 2617, 2764]"
2632,"[416, 1286, 2360, 2512]"
2633,"[1017, 3193, 3347, 3629]"
2634,"[281, 1160, 1486, 1688, 3368, 3397]"
2635,"[61, 1462]"
2636,"[119, 1627, 1898, 3743]"
2637,"[1239, 1404, 2280]"
2638,"[264, 782, 1866, 1952, 2437, 2630, 2676]"
2639,"[221, 1539, 1737, 2625]"
2640,"[715, 1072, 1971, 2149, 2223, 2607, 2896, 3357]"
2641,"[34, 811]"
2642,"[815, 1253, 3599]"
2643,"[1806, 2059, 3834]"
2644,"[1528, 1977, 2798, 3374, 3878]"
2645,"[1071, 1567, 2544, 3119]"
2646,"[3655, 3864]"
2647,"[101, 472, 1159, 1194, 1405, 1836, 3625, 3646, 3672]"
2648,"[229, 1230, 1275, 1813, 2079, 2385, 2647, 3292]"
2649,"[1405, 1601, 1925]"
2650,"[1336, 1361, 2021, 3790]"
2651,"[21, 98, 197, 540, 1526, 3765]"
2652,"[520, 863, 2819, 3221, 3259, 3730]"
2653,"[598, 1235, 3532, 3829]"
2654,"[147, 1871, 2170, 3087]"
2655,"[39, 159, 907, 1083, 1111, 1202, 1301, 1452, 1859, 2007, 2986]"
2656,"[647, 852, 931, 1202, 1537, 1697, 2591, 3222]"
2657,"[1119, 1822, 2595]"
2658,"[40, 129, 1228, 2719, 3178, 3583]"
2659,"[697, 1042, 1315, 3287]"
2660,"[1225, 1588, 3078, 3329, 3478, 3883]"
2661,"[1678, 3400, 3655, 3741]"
2662,"[25, 1508, 2374, 3572]"
2663,"[456, 480, 501, 595, 683, 1501, 1613, 2193, 2557, 2894, 3203, 3228, 3480]"
2664,"[9, 1039, 1399, 1874]"
2665,"[1405, 3569]"
2666,"[1229, 1311, 1518, 1593, 1955]"
2667,"[69, 769, 2694]"
2668,"[1581, 1993, 2082, 2191, 2579]"
2669,"[1039, 2038, 3880]"
2670,"[300, 641, 1003, 1023, 2756, 2953, 2964]"
2671,"[1374, 2239, 2682, 3698]"
